timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.03372001647949219,0.019345104694366455,-0.14052852988243103,-0.10396397113800049,-0.221475288271904,0.022089732810854912,-0.008442866615951061
0.03389108180999756,-0.023482918739318848,0.12370076775550842,-0.10437893867492676,0.0462704561650753,0.04301285743713379,0.033828556537628174
0.04777801036834717,-0.012040138244628906,0.002573549747467041,-0.13578756153583527,0.06405068933963776,0.02694707363843918,0.004853564314544201
0.06791400909423828,-0.012525439262390137,0.034200847148895264,-0.12676633894443512,-0.032779887318611145,0.010055441409349442,-0.04518663138151169
0.08768701553344727,0.004219174385070801,-0.0017068684101104736,-0.13543981313705444,-0.09658481925725937,-0.06218227371573448,-0.10754481703042984
0.10802698135375977,0.006600379943847656,0.02192506194114685,-0.13222992420196533,-0.14896470308303833,-0.07714150846004486,0.007540128193795681
0.12795400619506836,0.033839643001556396,0.0031726956367492676,-0.12964887917041779,-0.19068868458271027,-0.1755908578634262,-0.15707792341709137
0.1486530303955078,0.010045289993286133,0.004149734973907471,-0.11482851952314377,-0.21763592958450317,-0.18659397959709167,-0.21467183530330658
0.16814804077148438,0.009624481201171875,-0.00700002908706665,-0.10647547245025635,-0.2277062088251114,-0.17787158489227295,-0.2514738142490387
0.18809199333190918,0.0036014914512634277,0.0007974207401275635,-0.10501039028167725,-0.33314836025238037,-0.1617237776517868,-0.31017979979515076
0.20817101001739502,0.009765088558197021,-0.0032116472721099854,-0.10324205458164215,-0.5046366453170776,-0.1719822734594345,-0.4202110469341278
0.22816705703735352,0.01844656467437744,0.013308882713317871,-0.10069984197616577,-0.9819067716598511,-0.16776755452156067,-0.6118935942649841
0.24839603900909424,0.029881417751312256,-0.002751648426055908,-0.10971004515886307,-1.7991334199905396,-0.21425995230674744,-0.9413437247276306
0.26837801933288574,0.04041177034378052,-0.034257590770721436,-0.11285996437072754,-2.8367550373077393,-0.25839412212371826,-1.296519160270691
0.288438081741333,0.03219449520111084,-0.04501873254776001,-0.129655659198761,-3.4858930110931396,-0.2642855644226074,-1.5715718269348145
0.30828797817230225,0.03100186586380005,0.04594457149505615,-0.14696097373962402,-3.611304759979248,-0.23585739731788635,-1.7675487995147705
0.3285330533981323,0.028528273105621338,0.15353524684906006,-0.11691057682037354,-3.694176435470581,-0.19982482492923737,-1.9646612405776978
0.3485530614852905,0.020927727222442627,0.09639906883239746,-0.1210179254412651,-3.833142042160034,-0.07159174978733063,-2.143202304840088
0.3686230182647705,0.022694706916809082,0.11890095472335815,-0.12001024186611176,-3.8305251598358154,0.036137375980615616,-2.3023416996002197
